Title,Authers,Publish Year,Journal,IF,IF-5year,Citation Frequency
Metabolite characterization of powdered fruits and leaves from Adansonia digitata L. (baobab): A multi-methodological approach,"Sokeng, AJT (Sokeng, Arold Jorel Tsetegho)[ 1 ] ; Sobolev, AP (Sobolev, Anatoly P.)[ 2 ] ; Di Lorenzo, A (Di Lorenzo, Arianna)[ 1 ] ; Xiao, JB (Xiao, Jianbo)[ 3 ] ; Mannina, L (Mannina, Luisa)[ 2,4 ] ; Capitani, D (Capitani, Donatella)[ 2 ] ; Daglia, M (Daglia, Maria)[ 1 ]",2019,FOOD CHEMISTRY,  4.946  ,4.879,0
